,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude,Venues,Food Services,Shopping Services,Leisure Services,General Services
64,Frazer Town,"9,000 - 16,000",11333.33,"15,000 - 24,000",18750,"38,000 - 80,000",59000,12.997,77.6144,"['Seafood Restaurant', 'BBQ Joint', 'Snack Place', 'Hyderabadi Restaurant', 'Middle Eastern Restaurant', 'Ice Cream Shop', 'Pakistani Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Tea Room', 'Indian Restaurant', 'Juice Bar', 'Bakery', 'Indian Restaurant', 'Department Store', 'Fast Food Restaurant', 'Pizza Place', 'Ice Cream Shop', 'Indian Restaurant', 'Café', 'Chinese Restaurant', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Fast Food Restaurant', 'Tea Room', 'Park', 'Indian Restaurant', 'Pub', 'Sandwich Place', 'Bakery', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Chinese Restaurant', 'Gym', 'Snack Place', 'Coffee Shop', 'Pizza Place', 'Mediterranean Restaurant', 'BBQ Joint', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Coffee Shop', 'Chinese Restaurant', 'Department Store', 'Indian Restaurant', 'South Indian Restaurant', 'Intersection']",44.0,2.0,2.0,1.0
65,BTM Layout,"6,000 - 19,000",11607.14,"12,000 - 23,000",16846.15,"19,000 - 50,000",38726.97,12.9166,77.6101,"['Vegetarian / Vegan Restaurant', 'Gym', 'Burger Joint', 'Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Bakery', 'Park', 'Ice Cream Shop', 'Indian Restaurant', 'Bakery', 'Sandwich Place', 'Chinese Restaurant', 'Bakery', 'Coffee Shop', 'Dim Sum Restaurant', 'Café', 'Pizza Place', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Pizza Place', 'Snack Place', 'BBQ Joint', 'Snack Place', 'Chinese Restaurant', 'Café', 'Italian Restaurant', 'Asian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Sandwich Place', 'Fast Food Restaurant', 'Punjabi Restaurant', 'Coffee Shop', 'Indian Restaurant', 'Electronics Store', 'Coffee Shop', 'Café', 'Food Court', 'Restaurant', 'Park', 'Breakfast Spot', 'Snack Place', 'Indian Restaurant', 'Ice Cream Shop']",46.0,1.0,3.0,0.0
66,Bagalur,-,-,6500,6500,-,-,13.1513,77.6688,[],0.0,0.0,0.0,0.0
67,Kasturi Nagar,"10,500 - 17,500",13722.22,"12,000 - 44,000",21590.91,"32,000 - 45,000",38636.36,13.0061,77.6594,"['Ice Cream Shop', 'Indian Restaurant', 'Pizza Place', 'Café', 'Arts & Crafts Store', 'Café', 'Chinese Restaurant', 'Bakery', 'Vegetarian / Vegan Restaurant', 'Chinese Restaurant', 'Bus Station', 'Chinese Restaurant', 'Liquor Store', 'Dessert Shop', 'Park']",12.0,1.0,1.0,1.0
68,Sanjay Nagar,"15,000 - 16,000",15250,18000,18000,"39,000 - 45,000",42000,13.0369,77.5785,"['Fast Food Restaurant', 'Snack Place', 'Indian Restaurant', 'Department Store', 'Burrito Place']",4.0,1.0,0.0,0.0
69,Murugesh Palya,"6,000 - 24,000",12222.22,"14,000 - 18,000",15269.23,"22,000 - 23,000",22500,12.9613,77.6561,"['Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Asian Restaurant', 'Fast Food Restaurant', 'Café', 'Fast Food Restaurant', 'Café', 'Restaurant', 'Coffee Shop', 'Fast Food Restaurant', 'Pizza Place', 'Donut Shop', 'Ice Cream Shop', 'Intersection', 'Café', 'Indian Restaurant', 'Chinese Restaurant', 'Gym', 'Watch Shop', 'Department Store', 'Hospital', 'Pizza Place', 'Indian Restaurant', 'Intersection', 'Café', 'Dessert Shop', 'Indian Restaurant']",23.0,2.0,1.0,3.0
70,OMBR Layout,"15,000 - 22,000",17416.67,"20,000 - 27,000",23300,32000,32000,13.0076,77.6505,"['Pizza Place', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Convenience Store', 'Grocery Store', 'Pharmacy', 'Convenience Store', 'Kerala Restaurant']",5.0,3.0,0.0,1.0
71,Marsur,12000,12000,"8,500 - 14,000",10500,20000,20000,12.7662,77.7023,[],0.0,0.0,0.0,0.0
72,HBR Layout,"9,500 - 16,000",12750,"12,000 - 25,800",18900,"35,000 - 40,000",37500,13.0377,77.6288,"['Vegetarian / Vegan Restaurant', 'Pizza Place', 'Café', 'Road', 'Coffee Shop', 'Jewelry Store', 'French Restaurant']",5.0,1.0,1.0,0.0
73,Kammanahalli,"8,500 - 30,000",15000,"16,000 - 26,000",19666.67,"35,000 - 84,000",59500,13.0159,77.6379,"['Falafel Restaurant', 'Korean Restaurant', 'Chinese Restaurant', 'Steakhouse', 'Ice Cream Shop', 'Burger Joint', 'Bakery', 'Pub', 'Korean Restaurant', 'Kerala Restaurant', 'Ice Cream Shop', 'Bistro', 'Indian Restaurant', 'Restaurant', 'BBQ Joint', 'Diner', 'BBQ Joint', 'Snack Place', 'Brewery', 'Indian Restaurant', 'Lounge', 'BBQ Joint', 'Donut Shop', 'Fast Food Restaurant', 'Korean Restaurant', 'Sandwich Place', 'Café', 'Indian Restaurant', 'Andhra Restaurant', 'Kerala Restaurant', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Café', 'Restaurant', 'Department Store', 'Paper / Office Supplies Store', 'Fast Food Restaurant', 'Ice Cream Shop', 'Italian Restaurant', 'Hotel Bar', 'Restaurant']",39.0,2.0,1.0,0.0
74,Hoodi,"12,000 - 13,000",12500,"19,500 - 22,000",20700,20000,20000,12.99,77.7133,"['Indian Restaurant', 'Indian Restaurant', 'Paper / Office Supplies Store', 'Salad Place']",3.0,1.0,0.0,0.0
75,Ramagondanahalli,"8,500 - 11,000",9346.15,21000,21000,25000,25000,12.9558,77.7409,"['Indian Restaurant', 'Theater', 'American Restaurant', 'Restaurant', 'Tea Room', 'Indian Restaurant', 'Bakery', 'Hotel', 'Café', 'Asian Restaurant', 'Motorcycle Shop', 'Shopping Mall', 'Indian Restaurant', 'Spa', 'Spa']",9.0,2.0,4.0,0.0
76,Kanakapura,6500,6500,12000,12000,25000,25000,12.9428,77.5779,"['Restaurant', 'Dessert Shop', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Sandwich Place', 'Indian Restaurant', 'Park', 'Snack Place', 'Breakfast Spot', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Farmers Market', 'Hotel', 'Indian Restaurant', 'Ice Cream Shop', 'Tea Room', 'Asian Restaurant', 'Café', 'Café', 'Historic Site', 'Hookah Bar', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Accessories Store']",26.0,2.0,3.0,0.0
77,Kaggadasapura,"10,000 - 18,000",13857.14,"15,000 - 16,000",15500,31500,31500,12.9836,77.6797,"['Asian Restaurant', 'Bridge', 'BBQ Joint', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Food Truck', 'Indian Restaurant', 'Grocery Store', 'Trail']",6.0,2.0,2.0,0.0
78,Ejipura,"3,500 - 16,000",10666.67,"9,500 - 22,000",15625,"18,000 - 20,000",19000,12.9385,77.6308,"['Clothing Store', 'Coffee Shop', 'Asian Restaurant', 'Fast Food Restaurant', 'Toy / Game Store', 'Bakery', 'Italian Restaurant', 'Breakfast Spot', 'Indian Restaurant', 'Indian Restaurant', 'Juice Bar', 'Candy Store', 'Café', 'Café', 'Gym / Fitness Center', 'Lounge', 'Clothing Store', 'Brewery', 'Ice Cream Shop', 'Cupcake Shop', 'Pizza Place', 'Pizza Place', 'Italian Restaurant', 'Gym / Fitness Center', 'Beer Garden', 'Ice Cream Shop', 'Bar', 'Pub', 'Chinese Restaurant', 'Pizza Place', 'Vegetarian / Vegan Restaurant', 'Grocery Store', 'Seafood Restaurant', 'Indian Restaurant', 'Beer Garden', 'Italian Restaurant', 'Gastropub', 'Food Court', 'Tea Room', 'South Indian Restaurant', 'Gastropub', 'Coffee Shop', 'Café', 'Vegetarian / Vegan Restaurant', 'Café', 'BBQ Joint', 'Intersection', 'Department Store', 'Pharmacy', 'Hyderabadi Restaurant', 'Hotel', 'Clothing Store', 'Café', 'Tea Room', 'Hotel']",43.0,6.0,4.0,2.0
79,Panathur,6000,6000,15000,15000,30000,30000,12.9356,77.7057,"['Athletics & Sports', 'Train Station', 'Train Station', 'Supermarket']",0.0,1.0,1.0,2.0
80,Channasandra,"7,500 - 10,500",9000,16000,16000,-,-,12.9795,77.7638,"['Punjabi Restaurant', 'Burger Joint', 'Pharmacy', 'Bakery']",3.0,0.0,0.0,1.0
81,Chikkajala,-,-,15000,15000,-,-,13.1699,77.6349,"['Bike Shop', 'Café', 'Fast Food Restaurant', 'Hotel']",2.0,1.0,1.0,0.0
82,Nagarbhavi,"3,000 - 18,500",9625,"13,000 - 23,000",17100,"15,500 - 35,000",25250,12.9719,77.5127,"['Café', 'Lighthouse', 'Indian Restaurant', 'Bakery', 'Pharmacy', 'Supermarket', 'Breakfast Spot', 'Restaurant', 'Fast Food Restaurant', 'Park']",6.0,1.0,2.0,1.0
83,Hulimavu,"5,500 - 50,000",14571.43,"12,500 - 15,000",14125,26000,26000,12.8791,77.6098,"['South Indian Restaurant', 'Indian Restaurant', 'South Indian Restaurant', 'Dumpling Restaurant', 'Lake']",4.0,0.0,1.0,0.0
84,Kudlu,"7,000 - 20,000",10800,16500,16500,"26,000 - 32,500",30250,12.8867,77.6582,"['Pharmacy', 'Badminton Court']",0.0,0.0,1.0,1.0
85,Doddaballapur,-,-,"8,000 - 8,500",8333.33,"75,000 - 90,000",82500,13.2957,77.5364,"['ATM', 'Bus Station', 'Fast Food Restaurant', 'Park']",1.0,0.0,1.0,2.0
86,Kengeri,10000,10000,"8,500 - 10,000",9500,"32,000 - 45,000",38500,12.8997,77.4827,"['Food Court', 'Optical Shop', 'Indian Restaurant']",2.0,1.0,0.0,0.0
87,Brookefield,8000,8000,"20,000 - 24,000",22000,"11,500 - 42,000",30343.75,12.9655,77.7185,"['Dessert Shop', 'Indian Restaurant', 'Ice Cream Shop', 'Bakery', 'Hotel', 'Salon / Barbershop', 'Breakfast Spot', 'Asian Restaurant', 'Café', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Department Store', 'Department Store', 'Vegetarian / Vegan Restaurant', 'Hotel']",11.0,2.0,2.0,1.0
88,Junnasandra,-,-,24000,24000,50000,50000,12.8991,77.6779,"['Gastropub', 'Gas Station', 'Department Store', 'Shopping Mall']",1.0,2.0,0.0,1.0
89,Sahakar Nagar,20000,20000,24000,24000,"40,000 - 45,000",41666.67,13.0623,77.5871,"['Italian Restaurant', 'Brewery', 'Bubble Tea Shop', 'Ice Cream Shop', 'Burger Joint', 'Café', 'Sandwich Place', 'Department Store', 'Coffee Shop', 'Indian Restaurant', 'Resort', 'Ice Cream Shop', 'Flea Market', 'Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Fast Food Restaurant', 'Indian Restaurant', 'Badminton Court', 'Resort', 'Gym', 'Light Rail Station']",15.0,2.0,4.0,1.0
90,Konanakunte,"5,500 - 13,000",9166.67,"12,000 - 15,000",13000,27000,27000,12.8822,77.566,"['Department Store', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant']",3.0,1.0,0.0,0.0
91,Indira Nagar,"8,000 - 15,000",11250,"17,000 - 60,000",29333.33,55000,55000,12.9784,77.6408,"['Brewery', 'Boutique', 'Bakery', 'Karnataka Restaurant', 'Cocktail Bar', 'Gym / Fitness Center', 'Ice Cream Shop', 'German Restaurant', 'Café', 'Breakfast Spot', 'Pizza Place', 'Mexican Restaurant', 'Café', 'Pub', 'Dessert Shop', 'Dessert Shop', 'Indian Restaurant', 'Bengali Restaurant', 'Chinese Restaurant', 'Outlet Store', 'Andhra Restaurant', 'Boutique', 'Vegetarian / Vegan Restaurant', 'Bar', 'Snack Place', 'Andhra Restaurant', 'Lounge', 'Indian Restaurant', 'Butcher', 'Pub', 'Udupi Restaurant', 'Arcade', 'Bookstore', 'Punjabi Restaurant', 'Café', 'Middle Eastern Restaurant', 'Gastropub', 'Bar', 'Indian Restaurant', 'Chinese Restaurant', 'Pub', 'Caribbean Restaurant', 'Gourmet Shop', 'Dessert Shop', 'Bar', 'Café', 'Department Store', 'Chinese Restaurant', 'Bar', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Ice Cream Shop', 'Steakhouse', 'Indian Restaurant', 'Cocktail Bar', 'Café', 'Turkish Restaurant', 'Indian Restaurant', 'Lounge', 'Restaurant', 'Indian Restaurant', 'Chinese Restaurant', ""Women's Store"", 'Café', 'Pub', 'Bakery', 'Bakery', 'Optical Shop', 'Food Truck', 'Snack Place', 'Indian Restaurant', 'Hotel', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant']",65.0,8.0,3.0,0.0
92,Benson Town,"4,000 - 11,000",7727.27,"12,000 - 35,000",18136.36,"30,000 - 1.2 L",70521.74,13.0047,77.5999,"['BBQ Joint', 'Wine Shop', 'Bakery', 'Food Truck', 'Café', 'Park', 'Department Store', 'Juice Bar', 'Fast Food Restaurant', 'Gym / Fitness Center', 'Asian Restaurant']",8.0,1.0,2.0,0.0
93,Munnekollal,"9,000 - 11,000",10062.5,18000,18000,32000,32000,12.9499,77.7118,"['Ice Cream Shop', 'Indian Restaurant', 'Pizza Place', 'Chinese Restaurant', 'Indian Restaurant', 'BBQ Joint', 'Department Store', 'Shopping Mall', 'Bus Station', 'Food', 'Department Store', 'Indian Restaurant', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Ice Cream Shop']",12.0,3.0,0.0,1.0
94,Nallurhalli Whitefield,17999,17999,26000,26000,"35,000 - 40,000",37500,12.9705,77.7329,"['Office', 'Pizza Place', 'Diner', 'Department Store', 'Gym', 'Café', 'Indian Restaurant']",4.0,1.0,1.0,1.0
95,Kumaraswamy Layout,"7,500 - 15,000",10833.33,"12,000 - 16,000",13333.33,36000,36000,12.9044,77.5649,"['Burger Joint', 'Breakfast Spot', 'Café', 'Ice Cream Shop', 'Food Truck', 'Sandwich Place', 'Indian Restaurant', 'Diner', 'Indian Restaurant', 'Sandwich Place', 'Café', 'Market', 'Sandwich Place', 'Bakery']",13.0,1.0,0.0,0.0
96,Gunjur,18000,18000,-,-,15000,15000,12.9213,77.7341,"['Boutique', 'Furniture / Home Store', 'Clothing Store']",0.0,3.0,0.0,0.0
97,HRBR Layout,"16,000 - 18,000",17000,"17,500 - 24,000",20500,"28,000 - 38,000",33000,13.0191,77.6465,"['Ice Cream Shop', 'Pub', 'Bistro', 'Korean Restaurant', 'Lounge', 'Korean Restaurant', 'Ice Cream Shop', 'Italian Restaurant', 'BBQ Joint', 'Café', 'Brewery', 'Donut Shop', 'Bistro', 'Pizza Place', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Restaurant', 'Karnataka Restaurant', 'Vegetarian / Vegan Restaurant', 'Dessert Shop', 'BBQ Joint', 'Kerala Restaurant', 'Ice Cream Shop', 'Indian Restaurant']",22.0,0.0,2.0,0.0
98,Gottigere,-,-,"15,000 - 30,000",22875,"15,000 - 45,000",32384.62,12.8564,77.5888,"['Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Indian Restaurant', 'Food Truck', 'Department Store']",4.0,2.0,0.0,0.0
99,RMV 2nd Stage,-,-,"23,000 - 85,000",44333.33,"52,000 - 55,000",54250,13.0422,77.57,"['Park', 'Snack Place', 'Indian Restaurant', 'Pizza Place', 'Indian Restaurant', 'Department Store', 'Department Store', 'Shipping Store', 'Department Store', 'Department Store']",4.0,5.0,1.0,0.0
100,Kodigehalli,8000,8000,"13,000 - 15,000",14000,14000,14000,13.0695,77.5823,"['Flea Market', 'Café', 'Light Rail Station', 'Resort', 'Athletics & Sports', 'Food Truck', 'Indian Sweet Shop']",3.0,1.0,2.0,1.0
101,Cooke Town,"12,000 - 16,000",14000,15000,15000,80000,80000,13.0032,77.6228,"['Shopping Mall', 'Park', 'Ice Cream Shop', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Lounge', 'Bakery', 'Café', 'Café', 'Chinese Restaurant', 'Convenience Store', 'New American Restaurant', 'Convenience Store', 'Fast Food Restaurant', 'Hotel', 'Coffee Shop', 'South Indian Restaurant', 'Chinese Restaurant', 'Department Store', 'Fast Food Restaurant']",15.0,4.0,2.0,0.0
102,Aavalahalli,-,-,-,-,"35,000 - 40,000",37500,13.0357,77.7354,"['Breakfast Spot', 'Athletics & Sports']",1.0,0.0,1.0,0.0
103,kengeri satellite town,"6,200 - 10,000",8025,"10,000 - 14,000",12400,"12,500 - 20,000",15166.67,12.9231,77.4847,"['Ice Cream Shop', 'Department Store', 'Grocery Store', 'Train Station', 'Bus Station']",1.0,2.0,0.0,2.0
104,Kumbalgodu,18000,18000,"10,000 - 15,000",11750,65000,65000,12.8792,77.4459,"['Café', 'Dhaba', 'ATM']",2.0,0.0,0.0,1.0
105,seegehalli,-,-,18500,18500,22000,22000,13.0169,77.718,['Indian Restaurant'],1.0,0.0,0.0,0.0
106,Abbigere,"10,000 - 12,000",11000,16000,16000,-,-,13.0763,77.5256,"['Business Service', 'Bakery', 'Indie Movie Theater']",1.0,0.0,1.0,1.0
107,South Bangalore,"6,000 - 10,000",7360,18000,18000,"25,000 - 42,000",33500,12.9716,77.5946,"['Hotel', 'Shopping Mall', 'Italian Restaurant', 'Asian Restaurant', 'Japanese Restaurant', 'French Restaurant', 'Lounge', 'Lounge', 'Cupcake Shop', 'Lounge', 'Clothing Store', 'Bakery', 'Deli / Bodega', 'Brewery', 'Italian Restaurant', 'Furniture / Home Store', 'Coffee Shop', 'Hotel', 'Cocktail Bar', 'Boutique', 'Park', 'Italian Restaurant', 'Ice Cream Shop', 'Pub', 'Breakfast Spot', 'Parsi Restaurant', 'Indian Restaurant', 'Burger Joint', 'Mediterranean Restaurant', 'Mexican Restaurant', 'Café', 'Rajasthani Restaurant', 'Arcade', 'Sushi Restaurant', 'Art Gallery', 'Ice Cream Shop', 'Fried Chicken Joint', 'Indian Restaurant', 'Chinese Restaurant', 'Stadium', 'Indian Restaurant', 'Karnataka Restaurant', 'Track Stadium', 'Spa', 'Motorcycle Shop', 'Indian Restaurant', 'Bubble Tea Shop', 'Wine Bar', 'Restaurant', 'Breakfast Spot', 'Athletics & Sports', 'Gym / Fitness Center', 'Arts & Crafts Store', 'Seafood Restaurant', 'Restaurant', 'Lounge', 'Bistro', 'Sushi Restaurant', 'South Indian Restaurant', 'Japanese Restaurant', 'Mediterranean Restaurant', 'Clothing Store', 'Indian Restaurant', 'Motorcycle Shop', 'Bar', 'Electronics Store', 'Vegetarian / Vegan Restaurant', 'Café', 'Plaza', 'Breakfast Spot', 'Pub', 'Dessert Shop', 'Hotel', 'Café', 'Hotel', 'Café', 'Breakfast Spot', 'Coffee Shop', 'Concert Hall', 'Italian Restaurant', 'Sandwich Place', 'Science Museum', 'Tennis Stadium', 'Juice Bar', 'Electronics Store', 'Café', 'Italian Restaurant', 'Ice Cream Shop', 'Deli / Bodega', 'Pizza Place', 'Mexican Restaurant', 'Cantonese Restaurant', 'Hotel', 'Hotel', 'Sandwich Place', 'Middle Eastern Restaurant', 'Pub', 'Nightclub', 'Japanese Restaurant', 'Juice Bar']",68.0,10.0,22.0,0.0
108,JP Nagar Phase 4,-,-,"28,000 - 30,000",29333.33,"30,000 - 65,000",44958.33,12.9043,77.5985,"['Andhra Restaurant', 'Mediterranean Restaurant', 'Italian Restaurant', 'Gym', 'Multiplex', 'Coffee Shop', 'Coffee Shop', 'Garden', 'Indian Restaurant', 'Café', 'Diner', 'Bakery', 'Multiplex', 'Office', 'Middle Eastern Restaurant', 'Clothing Store', 'Indian Restaurant', 'Bar', 'Tea Room', 'Bookstore', 'Asian Restaurant', 'Snack Place', 'Coffee Shop', 'Indian Restaurant', 'Pizza Place', 'Department Store', 'Bakery', 'Italian Restaurant', 'Pizza Place', 'South Indian Restaurant', 'Café', 'Indian Restaurant', 'Pub', 'Burger Joint', 'Pharmacy', 'Italian Restaurant', 'Shopping Mall', 'Kids Store', 'Food Court', 'Indian Restaurant', 'Dessert Shop', 'Restaurant', 'Bar', 'Gym / Fitness Center', 'Indian Restaurant', 'Buffet', 'Department Store', 'Indian Restaurant']",35.0,6.0,5.0,2.0
109,Nagawara,5500,5500,11000,11000,"27,000 - 2 L",84200,13.0422,77.6136,"['Coffee Shop', 'Hotel', 'Lake', 'Buffet', 'Lake', 'Café']",3.0,0.0,3.0,0.0
110,bidrahalli,3000,3000,-,-,15000,15000,13.0614,77.7159,"['Paper / Office Supplies Store', 'ATM']",0.0,1.0,0.0,1.0
111,Richmond Town,"16,000 - 35,000",25500,"15,000 - 61,000",41461.54,"42,000 - 3.3 L",102800,12.9634,77.6035,"['Pub', 'Gym', 'Indian Restaurant', 'Hotel', 'Sushi Restaurant', 'BBQ Joint', 'Indian Restaurant', 'Hockey Arena', 'Lounge', 'Cocktail Bar', 'Tea Room', 'Hotel', 'Pub', 'Middle Eastern Restaurant', 'Gym / Fitness Center', 'Brewery', 'Athletics & Sports', 'Bed & Breakfast', 'Korean Restaurant', 'Bakery', 'Seafood Restaurant', 'Mediterranean Restaurant', 'Tattoo Parlor', 'Indian Restaurant', 'Bar', 'Motorcycle Shop', 'Vegetarian / Vegan Restaurant', 'Café', 'Health Food Store', 'Sushi Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Breakfast Spot', 'Bar', 'Steakhouse', 'Hotel', 'Chinese Restaurant', 'Coffee Shop', 'Juice Bar', 'Pizza Place', 'Deli / Bodega', 'Indian Restaurant', 'Pub', 'Hotel', 'Pizza Place', 'Coffee Shop', 'Chinese Restaurant', 'Bakery', 'Lounge', 'Indian Restaurant', 'Bakery', 'Salad Place', 'Dessert Shop', 'Juice Bar', 'Indian Restaurant', 'Indian Restaurant', 'Restaurant', 'Chinese Restaurant', 'Tea Room', 'Ice Cream Shop']",49.0,1.0,9.0,2.0
112,Singasandra,"10,000 - 15,000",11875,12300,12300,"20,000 - 35,000",25000,12.8811,77.6494,"['Indian Restaurant', 'Motorcycle Shop', 'Lake', 'Motel', 'Hotel']",1.0,1.0,2.0,1.0
113,Kattanallur,"5,500 - 12,000",8000,30000,30000,-,-,13.0513,77.7639,"['IT Services', 'Café', 'ATM']",1.0,1.0,0.0,1.0
114,Kudlu Gate,"11,000 - 14,000",12500,15000,15000,20000,20000,12.890999999999998,77.64,"['Coffee Shop', 'Indian Restaurant', 'Automotive Shop', 'Indian Restaurant', 'Asian Restaurant', 'Indian Restaurant', 'Bus Station', 'BBQ Joint', 'Auto Garage']",6.0,1.0,0.0,2.0
115,Mysore Road,"9,500 - 18,000",13750,"13,000 - 15,000",14000,12000,12000,12.9716,77.5946,"['Hotel', 'Shopping Mall', 'Italian Restaurant', 'Asian Restaurant', 'Japanese Restaurant', 'French Restaurant', 'Lounge', 'Lounge', 'Cupcake Shop', 'Lounge', 'Clothing Store', 'Bakery', 'Deli / Bodega', 'Brewery', 'Italian Restaurant', 'Furniture / Home Store', 'Coffee Shop', 'Hotel', 'Cocktail Bar', 'Boutique', 'Park', 'Italian Restaurant', 'Ice Cream Shop', 'Pub', 'Breakfast Spot', 'Parsi Restaurant', 'Indian Restaurant', 'Burger Joint', 'Mediterranean Restaurant', 'Mexican Restaurant', 'Café', 'Rajasthani Restaurant', 'Arcade', 'Sushi Restaurant', 'Art Gallery', 'Ice Cream Shop', 'Fried Chicken Joint', 'Indian Restaurant', 'Chinese Restaurant', 'Stadium', 'Indian Restaurant', 'Karnataka Restaurant', 'Track Stadium', 'Spa', 'Motorcycle Shop', 'Indian Restaurant', 'Bubble Tea Shop', 'Wine Bar', 'Restaurant', 'Breakfast Spot', 'Athletics & Sports', 'Gym / Fitness Center', 'Arts & Crafts Store', 'Seafood Restaurant', 'Restaurant', 'Lounge', 'Bistro', 'Sushi Restaurant', 'South Indian Restaurant', 'Japanese Restaurant', 'Mediterranean Restaurant', 'Clothing Store', 'Indian Restaurant', 'Motorcycle Shop', 'Bar', 'Electronics Store', 'Vegetarian / Vegan Restaurant', 'Café', 'Plaza', 'Breakfast Spot', 'Pub', 'Dessert Shop', 'Hotel', 'Café', 'Hotel', 'Café', 'Breakfast Spot', 'Coffee Shop', 'Concert Hall', 'Italian Restaurant', 'Sandwich Place', 'Science Museum', 'Tennis Stadium', 'Juice Bar', 'Electronics Store', 'Café', 'Italian Restaurant', 'Ice Cream Shop', 'Deli / Bodega', 'Pizza Place', 'Mexican Restaurant', 'Cantonese Restaurant', 'Hotel', 'Hotel', 'Sandwich Place', 'Middle Eastern Restaurant', 'Pub', 'Nightclub', 'Japanese Restaurant', 'Juice Bar']",68.0,10.0,22.0,0.0
